phase,epoch,loss,train_accuracy,test_accuracy,weight_norm,mean_retention,mechanism,seed
supervised,24,0.06524643729768954,0.9903489235337788,0.9644444444444444,10.77699501104759,0.5644629413982489,baseline,7
retention,0,,0.9903489235337788,0.9644444444444444,10.77699501104759,0.5644629413982489,baseline,7
retention,1,,0.9903489235337788,0.9644444444444444,10.77699501104759,0.5644629413982489,baseline,7
retention,5,,0.9903489235337788,0.9644444444444444,10.77699501104759,0.5644629413982489,baseline,7
retention,10,,0.9903489235337788,0.9644444444444444,10.77699501104759,0.5644629413982489,baseline,7
retention,30,,0.9903489235337788,0.9644444444444444,10.77699501104759,0.5644629413982489,baseline,7
task_a,1,1.5542338264251796,0.8711111111111111,0.8672566371681416,9.138261951806633,0.3058001732485426,baseline,7
task_a,2,0.4645412908403836,0.9392592592592592,0.911504424778761,9.22884155408783,0.4118346568452408,baseline,7
task_a,3,0.2835283301318912,0.9525925925925925,0.9336283185840708,9.292768344279436,0.4641423861044639,baseline,7
task_a,4,0.20453070917677357,0.9614814814814815,0.9424778761061947,9.34225662321735,0.4772176791633861,baseline,7
task_a,5,0.16575609903300279,0.9703703703703703,0.9513274336283186,9.38304389834334,0.4775522025007292,baseline,7
task_a,6,0.13373056779030737,0.9762962962962963,0.9690265486725663,9.419131387514991,0.4729046449350285,baseline,7
task_a,7,0.10977415971470778,0.9777777777777777,0.9690265486725663,9.451264648401638,0.469121658471336,baseline,7
task_a,8,0.09687642877820109,0.9777777777777777,0.9778761061946902,9.480162624173456,0.4760598085787968,baseline,7
task_a,9,0.08165953544433856,0.9851851851851852,0.9778761061946902,9.507427342445242,0.47334872664197075,baseline,7
task_a,10,0.0718634254796483,0.9881481481481481,0.9734513274336283,9.532510114421447,0.480297131672237,baseline,7
task_a,11,0.06634990459610156,0.9896296296296296,0.9778761061946902,9.556102423760013,0.4849980379501382,baseline,7
task_a,12,0.05709538443788096,0.9955555555555555,0.9867256637168141,9.577759209183977,0.46928645172289896,baseline,7
task_a,13,0.05213940999444457,0.9955555555555555,0.9867256637168141,9.598404372652915,0.4641881579693097,baseline,7
task_a,14,0.049230712093997535,0.997037037037037,0.9867256637168141,9.618454714512417,0.4708661914846929,baseline,7
task_a,15,0.04326648403005368,0.9985185185185185,0.9867256637168141,9.63704794143378,0.4717856434298322,baseline,7
task_a,16,0.042066567975114204,0.9985185185185185,0.9823008849557522,9.655297303903003,0.46460531551532164,baseline,7
task_b,1,2.368427164277359,0.6666666666666666,0.6651785714285714,9.533269703990445,0.4954971276493343,baseline,7
task_b,2,0.7401788640898389,0.8869047619047619,0.9017857142857143,9.611819845086716,0.49195615059094333,baseline,7
task_b,3,0.4024616756454739,0.9330357142857143,0.9508928571428571,9.684181079947768,0.48957994713703534,baseline,7
task_b,4,0.27314199562935343,0.9523809523809523,0.9598214285714286,9.74222667217242,0.4887030715579964,baseline,7
task_b,5,0.21475916805874717,0.9553571428571429,0.9642857142857143,9.790323856571922,0.4877751614916467,baseline,7
task_b,6,0.1728108919654819,0.9583333333333334,0.96875,9.831254055948579,0.48159098176310855,baseline,7
task_b,7,0.1447163280209217,0.96875,0.9732142857142857,9.866694736640243,0.4882854574040867,baseline,7
task_b,8,0.13054511869925645,0.9732142857142857,0.9732142857142857,9.898273058966206,0.49058958258576757,baseline,7
task_b,9,0.11523169518456623,0.9732142857142857,0.9732142857142857,9.926642852222699,0.4847536265149815,baseline,7
task_b,10,0.10727596750223123,0.9761904761904762,0.9732142857142857,9.952258229874616,0.4882478896534683,baseline,7
task_b,11,0.0956041887298607,0.9791666666666666,0.9732142857142857,9.976266052719515,0.4940546203369537,baseline,7
task_b,12,0.08773973317653479,0.9821428571428571,0.9732142857142857,9.99893706569179,0.48837917064237535,baseline,7
task_b,13,0.08296496746291625,0.9836309523809523,0.9732142857142857,10.020104264229188,0.4948406188756285,baseline,7
task_b,14,0.07646982984376842,0.9836309523809523,0.9732142857142857,10.039685396071734,0.4893270476979992,baseline,7
task_b,15,0.07139934301983891,0.9836309523809523,0.9732142857142857,10.058280904409594,0.48917789734992834,baseline,7
task_b,16,0.06658735840402236,0.9866071428571429,0.9776785714285714,10.076029987131708,0.49191413397578,baseline,7
supervised,1,1.565001112486983,0.7438752783964365,0.6977777777777778,8.946571574827068,0.4943496351965846,baseline,21
supervised,2,0.7761222871661363,0.858203414996288,0.8288888888888889,9.1610054603097,0.5501384306281273,baseline,21
supervised,3,0.49961962989773334,0.9086859688195991,0.8622222222222222,9.341252068040745,0.5590935444582265,baseline,21
supervised,4,0.371982583313981,0.9354120267260579,0.8911111111111111,9.490897955425392,0.5765101697236394,baseline,21
supervised,5,0.2981221979169291,0.9406087602078693,0.9,9.614462357942863,0.5843147764293374,baseline,21
supervised,6,0.24355926387265717,0.9524870081662955,0.9088888888888889,9.716662003925187,0.5749128641546895,baseline,21
supervised,7,0.23959114958618768,0.9517446176688938,0.9066666666666666,9.806627060419562,0.5862425960913097,baseline,21
supervised,8,0.22150184512391177,0.96362286562732,0.9244444444444444,9.888928496285502,0.5561486406781695,baseline,21
supervised,9,0.175172741940077,0.9665924276169265,0.9266666666666666,9.964589350939255,0.571805175863407,baseline,21
supervised,10,0.15406972515581088,0.9717891610987379,0.9311111111111111,10.030342291022809,0.5585071539796,baseline,21
supervised,11,0.14924027900287296,0.9688195991091314,0.9244444444444444,10.094822832083794,0.5641229543050504,baseline,21
supervised,12,0.13216052039205547,0.9784706755753526,0.9311111111111111,10.152195800862172,0.5829145951967882,baseline,21
supervised,13,0.12475717613954461,0.9747587230883444,0.9355555555555556,10.209358351344228,0.556921912210681,baseline,21
supervised,14,0.11031865312971134,0.9836674090571641,0.9444444444444444,10.258489122557666,0.5454075034809274,baseline,21
supervised,15,0.10218166402757967,0.9851521900519673,0.9466666666666667,10.305624653769787,0.5607341076953116,baseline,21
supervised,16,0.09581626766252395,0.9866369710467706,0.9422222222222222,10.350371056955268,0.5448331908174449,baseline,21
supervised,17,0.0911869432719819,0.9873793615441723,0.9422222222222222,10.393159376054971,0.5502925318082377,baseline,21
supervised,18,0.08486553119443065,0.9888641425389755,0.9422222222222222,10.433326337655133,0.5593559370181252,baseline,21
supervised,19,0.08807018541696028,0.9896065330363771,0.9422222222222222,10.477778075649216,0.5666687461505121,baseline,21
supervised,20,0.08174387783500266,0.9888641425389755,0.9444444444444444,10.51764263991556,0.5530992659114382,baseline,21
supervised,21,0.07588820499191053,0.9910913140311804,0.9466666666666667,10.555507198135,0.5572462293639464,baseline,21
supervised,22,0.07021464185574218,0.9910913140311804,0.9466666666666667,10.590866381625574,0.5547994675494328,baseline,21
supervised,23,0.08084424327043747,0.991833704528582,0.9422222222222222,10.63014615868456,0.5648291222999685,baseline,21
supervised,24,0.06518667835593181,0.991833704528582,0.9466666666666667,10.662748524303195,0.5646624125321535,baseline,21
retention,0,,0.991833704528582,0.9466666666666667,10.662748524303195,0.5646624125321535,baseline,21
retention,1,,0.991833704528582,0.9466666666666667,10.662748524303195,0.5646624125321535,baseline,21
retention,5,,0.991833704528582,0.9466666666666667,10.662748524303195,0.5646624125321535,baseline,21
retention,10,,0.991833704528582,0.9466666666666667,10.662748524303195,0.5646624125321535,baseline,21
retention,30,,0.991833704528582,0.9466666666666667,10.662748524303195,0.5646624125321535,baseline,21
task_a,1,1.423164506368417,0.88,0.827433628318584,8.893989178416161,0.3182973238670316,baseline,21
task_a,2,0.46394843670871116,0.9422222222222222,0.8938053097345132,8.993360014644919,0.4179648848940275,baseline,21
task_a,3,0.27044182218031376,0.9585185185185185,0.9380530973451328,9.06425831000653,0.464298964853273,baseline,21
task_a,4,0.19454002314022906,0.9703703703703703,0.9469026548672567,9.11951535675331,0.4751957180250157,baseline,21
task_a,5,0.1496330709844606,0.9792592592592593,0.9557522123893806,9.163809383314304,0.4781225535680793,baseline,21
task_a,6,0.12229063852586407,0.9851851851851852,0.9646017699115044,9.202055554882307,0.4743984816260706,baseline,21
task_a,7,0.10399162433975889,0.9896296296296296,0.9690265486725663,9.23524275045426,0.48192028193598674,baseline,21
task_a,8,0.08990033560434416,0.9896296296296296,0.9734513274336283,9.265217031079185,0.4853053549809338,baseline,21
task_a,9,0.0792122484001353,0.9925925925925926,0.9734513274336283,9.292047744400625,0.47240644053161385,baseline,21
task_a,10,0.0743606607754372,0.9940740740740741,0.9823008849557522,9.316728508109751,0.4806138596331727,baseline,21
task_a,11,0.06575698987395465,0.9940740740740741,0.9823008849557522,9.33975597880305,0.46363842108976894,baseline,21
task_a,12,0.058919231469250884,0.9940740740740741,0.9823008849557522,9.360700649013689,0.47570705078957926,baseline,21
task_a,13,0.0547254230810666,0.9955555555555555,0.9823008849557522,9.38050640515887,0.46631896613651924,baseline,21
task_a,14,0.051307787830627054,0.9955555555555555,0.9823008849557522,9.39875395751486,0.46162230260552334,baseline,21
task_a,15,0.04751756308013546,0.9955555555555555,0.9823008849557522,9.416376434705318,0.4619500504421195,baseline,21
task_a,16,0.0440790629561619,0.9955555555555555,0.9823008849557522,9.433041174164023,0.4577093203275519,baseline,21
task_b,1,2.2837387470569763,0.7455357142857143,0.7544642857142857,9.329455619780777,0.49949814631992584,baseline,21
task_b,2,0.68315103458896,0.90625,0.9241071428571429,9.42939469440321,0.5088363444928663,baseline,21
task_b,3,0.3761895525000162,0.9404761904761905,0.9375,9.511180095798645,0.5124281270744057,baseline,21
task_b,4,0.27326998722903945,0.9508928571428571,0.9508928571428571,9.57379099371167,0.5193202822921494,baseline,21
task_b,5,0.20941483146818493,0.9598214285714286,0.96875,9.624229819939575,0.5177553505699671,baseline,21
task_b,6,0.17404441805984056,0.9613095238095238,0.96875,9.668049725388016,0.5215771150472714,baseline,21
task_b,7,0.14984739545282616,0.9672619047619048,0.96875,9.705501139610485,0.5246411094707271,baseline,21
task_b,8,0.1380055016469202,0.9702380952380952,0.9732142857142857,9.738310951322285,0.5216841927672315,baseline,21
task_b,9,0.11517381036115108,0.9776785714285714,0.9732142857142857,9.768649107868113,0.5215411074563663,baseline,21
task_b,10,0.10515411160601747,0.9776785714285714,0.9732142857142857,9.796527430585513,0.5266896327443777,baseline,21
task_b,11,0.09983771582678007,0.9791666666666666,0.9732142857142857,9.822508423354627,0.5263183475121291,baseline,21
task_b,12,0.089700123635283,0.9821428571428571,0.9776785714285714,9.847452208372204,0.5357505126406109,baseline,21
task_b,13,0.08575389424721382,0.9836309523809523,0.9776785714285714,9.871021754349444,0.5351478426507476,baseline,21
task_b,14,0.0778802303452458,0.9851190476190477,0.9776785714285714,9.893080033490932,0.5035587930780728,baseline,21
task_b,15,0.07067477383094126,0.9866071428571429,0.9776785714285714,9.91351593339685,0.5081573081333728,baseline,21
task_b,16,0.0657170875635715,0.9866071428571429,0.9732142857142857,9.933003303478076,0.5029770706188026,baseline,21
supervised,1,2.0537762709505616,0.6592427616926503,0.6511111111111111,9.146079044411135,0.5301285968968481,baseline,42
supervised,2,0.9368844442828322,0.8322197475872308,0.8155555555555556,9.334948503687334,0.5707697274004122,baseline,42
supervised,3,0.5926425252951977,0.8878990348923533,0.8577777777777778,9.512408692419108,0.5627541939261018,baseline,42
supervised,4,0.48640986607424347,0.9101707498144024,0.8888888888888888,9.688542450752678,0.5632042528392456,baseline,42
supervised,5,0.3458224757045087,0.9324424647364514,0.9022222222222223,9.803143270041106,0.5382986807567318,baseline,42
supervised,6,0.2784608649898303,0.9435783221974758,0.9222222222222223,9.90369135693446,0.5619370798537905,baseline,42
supervised,7,0.23361045324932173,0.9510022271714922,0.9266666666666666,9.992151658266643,0.5462467195461814,baseline,42
supervised,8,0.2125175711562667,0.9524870081662955,0.9355555555555556,10.078688205581324,0.5380363527659326,baseline,42
supervised,9,0.18264517737921773,0.9651076466221232,0.9333333333333333,10.151504897791206,0.5283147335042162,baseline,42
supervised,10,0.17087692730364837,0.9628804751299184,0.9422222222222222,10.22214769606389,0.5497863493123962,baseline,42
supervised,11,0.14320435861396985,0.9710467706013363,0.9422222222222222,10.281774782328053,0.5205032507609405,baseline,42
supervised,12,0.1506865623895005,0.9703043801039347,0.9444444444444444,10.34318003285326,0.5665945520961382,baseline,42
supervised,13,0.1512674132311062,0.9755011135857461,0.94,10.399819809423283,0.5574088919915277,baseline,42
supervised,14,0.11456528422513709,0.9769858945805494,0.9488888888888889,10.455250810858418,0.5573457259470537,baseline,42
supervised,15,0.10265235229119528,0.9821826280623608,0.9533333333333334,10.505561067372957,0.529660129886181,baseline,42
supervised,16,0.09490521402460529,0.985894580549369,0.9555555555555556,10.553711123167755,0.5354283809043414,baseline,42
supervised,17,0.08721968662868308,0.9873793615441723,0.9555555555555556,10.598670964623013,0.5330437935709315,baseline,42
supervised,18,0.082156704838522,0.9888641425389755,0.9555555555555556,10.641426071338744,0.540859774140729,baseline,42
supervised,19,0.07871238072493297,0.9903489235337788,0.9555555555555556,10.684181774762267,0.5476610097924375,baseline,42
supervised,20,0.0818043557416595,0.9888641425389755,0.9533333333333334,10.727461608048868,0.5453103870378655,baseline,42
supervised,21,0.07016789824394995,0.9903489235337788,0.9577777777777777,10.765861670848745,0.531295757686,baseline,42
supervised,22,0.0675953907019121,0.991833704528582,0.9622222222222222,10.804863563129004,0.5480702126078352,baseline,42
supervised,23,0.06190184673181158,0.991833704528582,0.9622222222222222,10.839501423448773,0.5356390704066862,baseline,42
supervised,24,0.05937724380582947,0.9925760950259837,0.96,10.873963535594417,0.5183886238321787,baseline,42
retention,0,,0.9925760950259837,0.96,10.873963535594417,0.5183886238321787,baseline,42
retention,1,,0.9925760950259837,0.96,10.873963535594417,0.5183886238321787,baseline,42
retention,5,,0.9925760950259837,0.96,10.873963535594417,0.5183886238321787,baseline,42
retention,10,,0.9925760950259837,0.96,10.873963535594417,0.5183886238321787,baseline,42
retention,30,,0.9925760950259837,0.96,10.873963535594417,0.5183886238321787,baseline,42
task_a,1,1.907098161495859,0.8133333333333334,0.7743362831858407,9.18690860645423,0.34781564365210105,baseline,42
task_a,2,0.5649878052701741,0.9407407407407408,0.8893805309734514,9.276904294374464,0.4812133595087777,baseline,42
task_a,3,0.29674109145576805,0.9688888888888889,0.915929203539823,9.348486828570877,0.5237647269292168,baseline,42
task_a,4,0.20354123617324874,0.9718518518518519,0.9380530973451328,9.404568940490778,0.5343073040109168,baseline,42
task_a,5,0.15335091528535438,0.9762962962962963,0.9601769911504425,9.448977916846165,0.5491163959463176,baseline,42
task_a,6,0.12307210837314635,0.9807407407407407,0.9690265486725663,9.486870767579525,0.5368105941089099,baseline,42
task_a,7,0.1052196187455048,0.9851851851851852,0.9778761061946902,9.520200100978549,0.5399211139880886,baseline,42
task_a,8,0.0871053107969611,0.9896296296296296,0.9778761061946902,9.550184155957602,0.5429433061022737,baseline,42
task_a,9,0.07917021431950956,0.9911111111111112,0.9778761061946902,9.577608717268618,0.5177404222820224,baseline,42
task_a,10,0.06888391051794963,0.9940740740740741,0.9778761061946902,9.602967164736837,0.5177235116275913,baseline,42
task_a,11,0.06120877556855579,0.9955555555555555,0.9778761061946902,9.625647915552728,0.5246581524771214,baseline,42
task_a,12,0.054155900893126434,0.997037037037037,0.9778761061946902,9.646966693917163,0.5320695330518512,baseline,42
task_a,13,0.05161045146479843,0.997037037037037,0.9823008849557522,9.667391245301188,0.536821894923948,baseline,42
task_a,14,0.04322657168400286,0.9985185185185185,0.9823008849557522,9.685935302192643,0.5435681180533394,baseline,42
task_a,15,0.04083357913063139,0.9985185185185185,0.9823008849557522,9.703690192720831,0.5512113440933654,baseline,42
task_a,16,0.03649235109976134,1.0,0.9823008849557522,9.720363614797543,0.5415660089989133,baseline,42
task_b,1,3.1133832037655624,0.5758928571428571,0.5803571428571429,9.464470988261102,0.562468508455733,baseline,42
task_b,2,0.9047935125577845,0.8839285714285714,0.8705357142857143,9.547418299044558,0.5761805362237535,baseline,42
task_b,3,0.48585747104067745,0.9226190476190477,0.9017857142857143,9.63037625421275,0.564962186175038,baseline,42
task_b,4,0.31328013782177605,0.9494047619047619,0.9196428571428571,9.697480894415174,0.5609241855452962,baseline,42
task_b,5,0.22993921422219163,0.9613095238095238,0.9375,9.752562147309844,0.5431236909395455,baseline,42
task_b,6,0.18555335204311998,0.9702380952380952,0.9419642857142857,9.799460509712256,0.5444130233212474,baseline,42
task_b,7,0.15806484202891113,0.9747023809523809,0.9464285714285714,9.83982809358762,0.5465493420930555,baseline,42
task_b,8,0.13019162625217698,0.9747023809523809,0.9553571428571429,9.875936630026851,0.5290316888486024,baseline,42
task_b,9,0.11738808809395808,0.9776785714285714,0.9553571428571429,9.908414292793653,0.5321468153284439,baseline,42
task_b,10,0.10818848508176067,0.9776785714285714,0.9642857142857143,9.938491318605513,0.5381016629438848,baseline,42
task_b,11,0.0918683882032041,0.9806547619047619,0.96875,9.96557286639895,0.5353951122784777,baseline,42
task_b,12,0.08674968458820619,0.9836309523809523,0.9642857142857143,9.990624172441226,0.5403988017764612,baseline,42
task_b,13,0.07480902038387585,0.9866071428571429,0.96875,10.013825654364583,0.5467877220590852,baseline,42
task_b,14,0.07201052327937704,0.9866071428571429,0.96875,10.03578305233857,0.5386833444387251,baseline,42
task_b,15,0.06442721749472104,0.9880952380952381,0.9732142857142857,10.056677273938075,0.5278555602183845,baseline,42
task_b,16,0.06345880244216225,0.9895833333333334,0.9732142857142857,10.076082084737644,0.5292911583768668,baseline,42
supervised,1,1.685741162482921,0.7037861915367484,0.6711111111111111,9.31937889688584,0.5051018353279378,baseline,84
supervised,2,0.8516012184818872,0.8351893095768375,0.8177777777777778,9.49612916259419,0.5900564985101029,baseline,84
supervised,3,0.572714614557687,0.89086859688196,0.8622222222222222,9.650059458460085,0.5720222368880545,baseline,84
supervised,4,0.41642103711514994,0.9190794357832219,0.8933333333333333,9.7767213867248,0.5531272942238747,baseline,84
supervised,5,0.3211191710017632,0.9324424647364514,0.9111111111111111,9.886832709217225,0.5623493079054106,baseline,84
supervised,6,0.29434765834346394,0.9406087602078693,0.9088888888888889,9.99346898897467,0.5658051113971336,baseline,84
supervised,7,0.2375416215655532,0.949517446176689,0.9288888888888889,10.081079489866871,0.5740530008462841,baseline,84
supervised,8,0.20927694172278236,0.9502598366740905,0.9244444444444444,10.156775945969997,0.5667932505008941,baseline,84
supervised,9,0.1754819142627024,0.9591685226429102,0.9422222222222222,10.223666458034534,0.5528936463732181,baseline,84
supervised,10,0.17336664359987308,0.9628804751299184,0.9488888888888889,10.29276391542899,0.5566795511984935,baseline,84
supervised,11,0.14537574757136118,0.9673348181143281,0.9511111111111111,10.350747105516161,0.5640235618631906,baseline,84
supervised,12,0.1329582131284877,0.9717891610987379,0.9533333333333334,10.407157931769476,0.5466694733437328,baseline,84
supervised,13,0.12536782856728496,0.9732739420935412,0.9577777777777777,10.462112160179723,0.536707831628683,baseline,84
supervised,14,0.12170598214633528,0.977728285077951,0.9555555555555556,10.513462207426798,0.5629224170045481,baseline,84
supervised,15,0.10607278617860012,0.9784706755753526,0.96,10.55979287099092,0.5660222500027458,baseline,84
supervised,16,0.09774682158846444,0.9806978470675576,0.96,10.602495107886266,0.5515241936563274,baseline,84
supervised,17,0.09486488777089006,0.9836674090571641,0.96,10.646403295698025,0.5528096055672549,baseline,84
supervised,18,0.0921147199994205,0.9829250185597624,0.9644444444444444,10.689194390454968,0.5685000041875203,baseline,84
supervised,19,0.0829903701085402,0.985894580549369,0.9644444444444444,10.728014111109998,0.5595844088174045,baseline,84
supervised,20,0.07888691124306703,0.9873793615441723,0.9644444444444444,10.765889492148975,0.5540865114830755,baseline,84
supervised,21,0.0787358450431978,0.9873793615441723,0.9644444444444444,10.80444407421603,0.5586080428630413,baseline,84
supervised,22,0.07181264924748995,0.9881217520415738,0.9666666666666667,10.8405470325912,0.5507869574582134,baseline,84
supervised,23,0.0668786235771342,0.9881217520415738,0.9688888888888889,10.872766906347145,0.5561701351076459,baseline,84
supervised,24,0.06649461758252619,0.9888641425389755,0.9688888888888889,10.906928204390596,0.5570646047719502,baseline,84
retention,0,,0.9888641425389755,0.9688888888888889,10.906928204390596,0.5570646047719502,baseline,84
retention,1,,0.9888641425389755,0.9688888888888889,10.906928204390596,0.5570646047719502,baseline,84
retention,5,,0.9888641425389755,0.9688888888888889,10.906928204390596,0.5570646047719502,baseline,84
retention,10,,0.9888641425389755,0.9688888888888889,10.906928204390596,0.5570646047719502,baseline,84
retention,30,,0.9888641425389755,0.9688888888888889,10.906928204390596,0.5570646047719502,baseline,84
task_a,1,1.7560669851916528,0.802962962962963,0.7610619469026548,9.276669325142196,0.32044976608696396,baseline,84
task_a,2,0.6381518794551638,0.9407407407407408,0.8893805309734514,9.36190856569347,0.4346683446044458,baseline,84
task_a,3,0.33904783247581816,0.9540740740740741,0.9336283185840708,9.431247064277928,0.49568658373678987,baseline,84
task_a,4,0.22808785881820245,0.9718518518518519,0.9513274336283186,9.485908226772596,0.517481664717923,baseline,84
task_a,5,0.15835748971996227,0.9807407407407407,0.9557522123893806,9.531577319719831,0.5099277271024528,baseline,84
task_a,6,0.12471150737815223,0.9851851851851852,0.9601769911504425,9.570356044467262,0.5227986925545942,baseline,84
task_a,7,0.10451202858895972,0.9881481481481481,0.9690265486725663,9.604440156140052,0.5293616637034124,baseline,84
task_a,8,0.08890633846658541,0.9896296296296296,0.9690265486725663,9.634645746702008,0.5343464471765457,baseline,84
task_a,9,0.07740919382448269,0.9940740740740741,0.9734513274336283,9.662395865503678,0.5421244646559573,baseline,84
task_a,10,0.0682050253843181,0.9940740740740741,0.9734513274336283,9.687067025592821,0.5324607674983408,baseline,84
task_a,11,0.05949619007693001,0.9940740740740741,0.9734513274336283,9.710182953281238,0.5440220862170959,baseline,84
task_a,12,0.05574832151669718,0.997037037037037,0.9734513274336283,9.731865833123676,0.5424793267427547,baseline,84
task_a,13,0.04922889859485771,0.997037037037037,0.9734513274336283,9.751829651885085,0.5252721194982389,baseline,84
task_a,14,0.04333480815567702,0.997037037037037,0.9734513274336283,9.770443292215054,0.5173137911041388,baseline,84
task_a,15,0.04172788539113867,0.997037037037037,0.9778761061946902,9.78849365695632,0.5253241735571044,baseline,84
task_a,16,0.03686599836401934,0.9985185185185185,0.9778761061946902,9.805208618141963,0.527353816778397,baseline,84
task_b,1,2.3134245736053822,0.6666666666666666,0.6339285714285714,9.692486147253705,0.5624179165555306,baseline,84
task_b,2,0.736742336308011,0.8824404761904762,0.875,9.77293674293198,0.5473731218198361,baseline,84
task_b,3,0.4304405186567548,0.9196428571428571,0.90625,9.843206613405913,0.5285236068707728,baseline,84
task_b,4,0.30875375014206746,0.9255952380952381,0.9151785714285714,9.898730583523538,0.5220951261905948,baseline,84
task_b,5,0.24134027170134334,0.9449404761904762,0.9419642857142857,9.943530357283796,0.5203681685567647,baseline,84
task_b,6,0.20465840230013296,0.9523809523809523,0.9464285714285714,9.981000786630725,0.517583148076434,baseline,84
task_b,7,0.1713911597554936,0.9538690476190477,0.9419642857142857,10.01450755283417,0.5248746064187082,baseline,84
task_b,8,0.14886430323819277,0.9583333333333334,0.9508928571428571,10.044962381284993,0.5089346052764705,baseline,84
task_b,9,0.13316366279056313,0.9613095238095238,0.9508928571428571,10.072865027242816,0.499347543705117,baseline,84
task_b,10,0.12478968195036323,0.9672619047619048,0.9553571428571429,10.098316402115294,0.49930950654330775,baseline,84
task_b,11,0.10992926323739725,0.9747023809523809,0.9553571428571429,10.122847733095105,0.5003178204444152,baseline,84
task_b,12,0.09687746244592717,0.9776785714285714,0.9508928571428571,10.145220145895522,0.5009251776156003,baseline,84
task_b,13,0.09391400660267468,0.9776785714285714,0.9553571428571429,10.166309565552233,0.5049494690750662,baseline,84
task_b,14,0.08582176969510566,0.9836309523809523,0.9598214285714286,10.186220447136947,0.5096557135794084,baseline,84
task_b,15,0.08583839377879975,0.9851190476190477,0.96875,10.205430276308988,0.518170004536512,baseline,84
task_b,16,0.07225911823060617,0.9866071428571429,0.96875,10.224397566081185,0.5088450670774927,baseline,84
supervised,1,1.9845847580587803,0.6867112100965108,0.6733333333333333,9.157806569475449,0.48003677729018346,baseline,101
supervised,2,0.9064185332053136,0.8567186340014847,0.8377777777777777,9.370653901680091,0.5699021980855152,baseline,101
supervised,3,0.5630720278261226,0.9079435783221975,0.9044444444444445,9.563056919703346,0.5744086171654639,baseline,101
supervised,4,0.40868466410848403,0.9146250927988122,0.9088888888888889,9.715493693893306,0.5761547729534005,baseline,101
supervised,5,0.32329196983866565,0.9346696362286563,0.9444444444444444,9.841104561529214,0.561944600604155,baseline,101
supervised,6,0.2663711348893168,0.941351150705271,0.9488888888888889,9.946276798332551,0.5822242528133554,baseline,101
supervised,7,0.2250491737011627,0.949517446176689,0.9511111111111111,10.035636008222054,0.5713533084432563,baseline,101
supervised,8,0.20009170809070964,0.955456570155902,0.9533333333333334,10.117590074449609,0.5484976632766398,baseline,101
supervised,9,0.1806173228310085,0.9591685226429102,0.9533333333333334,10.190777706508126,0.566970653638275,baseline,101
supervised,10,0.15979820556955213,0.9643652561247216,0.9555555555555556,10.25611651097902,0.5615614377689576,baseline,101
supervised,11,0.1466267713809356,0.9665924276169265,0.9666666666666667,10.316859412330627,0.5482567934080157,baseline,101
